birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Massapequa,USA,1993-07-06,NY,,,151.0,5.0,2011.0,20162017,76.0,N,O'Gara,USA,8476303,D,L,Rob O'Gara,214.0
Fullerton,USA,1992-02-02,CA,,,170.0,6.0,2011.0,20172018,71.0,N,Balisy,USA,8476322,C,L,Chase Balisy,179.0
Loviisa,FIN,1991-08-25,,,,184.0,7.0,2011.0,20142015,73.0,N,Pakarinen,FIN,8476336,R,R,Iiro Pakarinen,212.0
Rochester,USA,1992-11-16,NY,,,61.0,2.0,2011.0,20142015,71.0,N,Prince,USA,8476386,L,L,Shane Prince,193.0
Greenwich,USA,1993-03-29,CT,,,73.0,3.0,2011.0,20142015,74.0,N,Lowe,USA,8476397,D,L,Keegan Lowe,191.0
Richmond Hill,CAN,1993-03-09,ON,,,77.0,3.0,2011.0,20152016,70.0,N,Catenacci,CAN,8476401,C,L,Daniel Catenacci,193.0
Katrineholm,SWE,1991-07-06,,,,79.0,3.0,2011.0,20142015,75.0,N,Dahlbeck,SWE,8476403,D,L,Klas Dahlbeck,207.0
Mississauga,CAN,1993-01-13,ON,,,55.0,2.0,2011.0,20132014,76.0,N,Sproul,CAN,8476450,D,R,Ryan Sproul,205.0
Edmonton,CAN,1993-09-07,AB,,,11.0,1.0,2011.0,20142015,75.0,N,Siemens,CAN,8476464,D,L,Duncan Siemens,210.0
Orangeville,CAN,1993-01-07,ON,,,,,,20162017,73.0,N,Mitchell,CAN,8476619,R,R,Zack Mitchell,196.0
Nizhnekamsk,RUS,1993-10-06,,,,1.0,1.0,2012.0,20122013,71.0,N,Yakupov,RUS,8476855,R,L,Nail Yakupov,195.0
Lewisville,USA,1994-01-11,TX,,,36.0,2.0,2012.0,20162017,74.0,N,Kerdiles,USA,8476866,L,L,Nicolas Kerdiles,200.0
Ann Arbor,USA,1994-05-15,MI,,,42.0,2.0,2012.0,20152016,73.0,N,Sieloff,USA,8476890,D,L,Patrick Sieloff,205.0
Saskatoon,CAN,1994-02-15,SK,,,117.0,4.0,2012.0,20152016,71.0,N,Leier,CAN,8476955,L,L,Taylor Leier,180.0
Fribourg,CHE,1994-04-05,,,,158.0,6.0,2012.0,20152016,70.0,N,Bertschy,CHE,8477006,C,R,Christoph Bertschy,185.0
Penza,RUS,1994-05-13,,,,88.0,3.0,2013.0,20152016,74.0,N,Slepyshev,RUS,8477415,L,R,Anton Slepyshev,221.0
Kitchener,CAN,1994-05-14,ON,,,103.0,4.0,2013.0,20172018,78.0,N,Auger,CAN,8477428,R,R,Justin Auger,232.0
Regina,CAN,1995-03-02,SK,,,28.0,1.0,2013.0,20172018,72.0,N,Klimchuk,CAN,8477449,L,L,Morgan Klimchuk,185.0
Orillia,CAN,1995-02-22,ON,,,32.0,2.0,2013.0,20152016,73.0,N,Bigras,CAN,8477453,D,L,Chris Bigras,191.0
Ottawa,CAN,1995-08-04,ON,,,69.0,3.0,2013.0,20162017,73.0,N,Baptiste,CAN,8477491,R,R,Nick Baptiste,203.0
Medicine Hat,CAN,1993-02-08,AB,,,,,,20172018,69.0,N,Valk,CAN,8477583,C,L,Curtis Valk,170.0
Burlington,CAN,1990-07-14,ON,,,,,,20142015,73.0,N,Jooris,CAN,8477591,R,R,Josh Jooris,198.0
Windsor,CAN,1995-07-17,ON,,,,,,20172018,70.0,N,Murphy,CAN,8477634,D,L,Trevor Murphy,180.0
Nizhnekamsk,RUS,1995-05-11,,,,68.0,3.0,2014.0,20152016,75.0,N,Valiev,RUS,8477642,D,L,Rinat Valiev,215.0
Vasteras,SWE,1990-07-03,,,,,,,20152016,75.0,N,Rasmussen,SWE,8477929,C,L,Dennis Rasmussen,192.0
Winnipeg,CAN,1995-09-24,MB,,,73.0,3.0,2014.0,20152016,76.0,N,Lernout,CAN,8478004,D,R,Brett Lernout,214.0
Chaska,USA,1996-07-10,MN,,,134.0,5.0,2014.0,20172018,71.0,N,Gersich,USA,8478063,L,L,Shane Gersich,185.0
Moscow,RUS,1994-07-29,,,,101.0,4.0,2015.0,20172018,75.0,N,Mironov,RUS,8478842,D,L,Andrei Mironov,194.0
Ivry-sur-Seine,FRA,1989-07-27,,,,,,,20162017,71.0,N,Auvitu,FRA,8479483,D,L,Yohann Auvitu,187.0
Elk River,USA,1996-01-26,MN,,,173.0,6.0,2016.0,20172018,73.0,N,Hillman,USA,8479595,D,L,Blake Hillman,193.0
Laval,CAN,1996-08-13,QC,,,,,,20172018,73.0,N,Fiore,CAN,8479613,R,L,Giovanni Fiore,188.0
Cherepovets,RUS,1987-03-12,,,,,,,20172018,72.0,N,Shipachyov,RUS,8479650,C,L,Vadim Shipachyov,187.0
Ust-Kamenogorsk,KAZ,1992-12-06,,,,,,,20172018,71.0,N,Antipin,RUS,8479755,D,L,Victor Antipin,175.0
Karlstad,SWE,1995-06-06,,,,,,,20172018,77.0,N,Ejdsell,SWE,8480153,C,L,Victor Ejdsell,214.0
Stockholm,SWE,1991-12-08,,,,,,,20172018,73.0,N,Holm,SWE,8480163,D,L,Philip Holm,190.0
Lempaala,FIN,1994-02-28,,,,,,,20172018,69.0,N,Haapala,FIN,8480164,L,L,Henrik Haapala,165.0
St. Albert,CAN,1994-05-19,AB,,,,,,20172018,72.0,N,Foo,CAN,8480330,R,R,Spencer Foo,187.0
Stillwater,USA,1996-02-04,MN,,,,,,20172018,71.0,N,Reinke,USA,8480761,D,R,Mitch Reinke,181.0
Halkirk,CAN,1976-10-10,AB,,,7.0,1.0,1995.0,19951996,73.0,N,Doan,CAN,8462038,R,R,Shane Doan,223.0
Edmonton,CAN,1977-07-01,AB,,,11.0,1.0,1995.0,19961997,73.0,Y,Iginla,CAN,8462042,R,R,Jarome Iginla,210.0
Vlasim,CZE,1978-09-03,,,,105.0,4.0,1996.0,19992000,73.0,N,Rozsival,CZE,8465058,D,R,Michal Rozsival,210.0
Oshawa,CAN,1977-07-23,ON,,,190.0,7.0,1997.0,20022003,74.0,N,Thornton,CAN,8465978,L,R,Shawn Thornton,217.0
Stará Lubovna,SVK,1979-01-12,,,,12.0,1.0,1997.0,19971998,73.0,Y,Hossa,SVK,8466148,R,L,Marian Hossa,207.0
Strathroy,CAN,1979-05-23,ON,,,156.0,6.0,1997.0,19992000,70.0,N,Campbell,CAN,8466285,D,L,Brian Campbell,192.0
Montréal,CAN,1980-02-10,QC,,,45.0,2.0,1998.0,19992000,72.0,N,Ribeiro,CAN,8467371,C,L,Mike Ribeiro,179.0
Flesherton,CAN,1979-06-18,ON,,,161.0,6.0,1998.0,20012002,73.0,N,Neil,CAN,8467493,R,R,Chris Neil,209.0
Voskresensk,RUS,1978-12-20,,,,162.0,6.0,1998.0,20002001,72.0,N,Markov,RUS,8467496,D,L,Andrei Markov,200.0
Summerside,CAN,1982-08-19,PE,,,25.0,1.0,2000.0,20022003,72.0,N,Ott,CAN,8468505,C,L,Steve Ott,193.0
Strasbourg,CAN,1982-08-25,SK,,,33.0,2.0,2000.0,20012002,73.0,N,Schultz,CAN,8468513,D,L,Nick Schultz,203.0
Indianapolis,USA,1980-11-25,IN,,,159.0,5.0,2000.0,20032004,70.0,N,Liles,USA,8468639,D,L,John-Michael Liles,185.0
Izhevsk,RUS,1983-07-19,,,,40.0,2.0,2001.0,20032004,74.0,N,Tyutin,RUS,8469492,D,L,Fedor Tyutin,221.0
Kingston,CAN,1983-03-02,ON,,,57.0,2.0,2001.0,20052006,73.0,N,McClement,CAN,8469508,C,L,Jay McClement,205.0
Churchill,CAN,1983-02-02,MB,,,98.0,4.0,2001.0,20032004,69.0,N,Tootoo,CAN,8469547,R,R,Jordin Tootoo,195.0
Hull,CAN,1983-03-24,QC,,,264.0,9.0,2001.0,20062007,72.0,N,Parenteau,CAN,8469707,R,R,PA Parenteau,200.0
Edmonton,CAN,1980-05-09,AB,,,,,,20022003,71.0,N,Fiddler,CAN,8469759,C,L,Vernon Fiddler,205.0
Jindrichuv Hradec,CZE,1982-12-23,,,,,,,20032004,74.0,N,Michalek,CZE,8469760,D,R,Zbynek Michalek,210.0
Kitchener,CAN,1983-03-20,ON,,,241.0,8.0,2002.0,20052006,72.0,N,Wideman,CAN,8469770,D,R,Dennis Wideman,202.0
Bloomington,USA,1983-01-10,MN,,,129.0,4.0,2002.0,20062007,74.0,N,Gilbert,USA,8470104,D,R,Tom Gilbert,210.0
Grand Ledge,USA,1983-05-13,MI,,,44.0,2.0,2002.0,20052006,75.0,N,Greene,USA,8470121,D,R,Matt Greene,236.0
Unity,CAN,1983-10-19,SK,,,17.0,1.0,2002.0,20032004,72.0,N,Gordon,CAN,8470159,C,R,Boyd Gordon,200.0
Olomouc,CZE,1984-01-04,,,,58.0,2.0,2002.0,20032004,70.0,N,Hudler,CZE,8470201,R,L,Jiri Hudler,190.0
Jindrichuv Hradec,CZE,1984-12-07,,,,6.0,1.0,2003.0,20032004,74.0,N,Michalek,CZE,8470599,L,L,Milan Michalek,225.0
Rochester,USA,1984-04-27,MN,,,21.0,1.0,2003.0,20052006,74.0,N,Stuart,USA,8470614,D,L,Mark Stuart,215.0
Kitchener,CAN,1984-12-13,ON,,,37.0,2.0,2003.0,20052006,73.0,N,Klein,CAN,8470630,D,R,Kevin Klein,206.0
Anchorage,USA,1984-09-25,AK,,,47.0,2.0,2003.0,20052006,72.0,N,Carle,USA,8470640,D,L,Matt Carle,197.0
Wethersfield,USA,1984-09-30,CT,,,51.0,2.0,2003.0,20092010,74.0,N,McDonald,USA,8470644,R,R,Colin McDonald,208.0
Lloydminster,CAN,1985-04-06,AB,,,74.0,3.0,2003.0,20062007,72.0,N,MacArthur,CAN,8470667,L,L,Clarke MacArthur,192.0
Oakville,CAN,1985-01-22,ON,,,158.0,5.0,2003.0,20082009,73.0,N,Mitchell,CAN,8470750,C,L,John Mitchell,204.0
Dover,USA,1984-02-17,NJ,,,186.0,6.0,2003.0,20072008,74.0,N,Miller,USA,8470778,L,L,Drew Miller,183.0
Port McNeill,CAN,1985-02-19,BC,,,79.0,3.0,2004.0,20092010,76.0,N,Stoner,CAN,8470886,D,L,Clayton Stoner,216.0
Turku,FIN,1986-07-28,,,,19.0,1.0,2004.0,20082009,73.0,N,Korpikoski,FIN,8471232,L,L,Lauri Korpikoski,193.0
Bowmanville,CAN,1986-03-09,ON,,,41.0,2.0,2004.0,20062007,76.0,N,Bickell,CAN,8471254,L,L,Bryan Bickell,223.0
Stockholm,SWE,1985-01-22,,,,56.0,2.0,2004.0,20062007,76.0,N,Grossmann,SWE,8471269,D,L,Nicklas Grossmann,230.0
Detroit,USA,1986-03-12,MI,,,119.0,4.0,2004.0,20082009,72.0,N,Porter,USA,8471331,C,L,Kevin Porter,190.0
Bonavista,CAN,1984-03-29,NL,,,173.0,6.0,2004.0,20082009,76.0,N,Pardy,CAN,8471385,D,L,Adam Pardy,227.0
Lac La Biche,CAN,1981-12-10,AB,,,,,,20052006,74.0,N,Bourque,CAN,8471504,R,L,Rene Bourque,217.0
Cochrane,CAN,1985-09-17,AB,,,51.0,2.0,2005.0,20072008,73.0,N,Raymond,CAN,8471664,L,L,Mason Raymond,179.0
Madison,USA,1987-05-19,WI,,,7.0,1.0,2005.0,20072008,73.0,N,Skille,USA,8471681,R,R,Jack Skille,216.0
Taber,CAN,1987-01-01,AB,,,8.0,1.0,2005.0,20072008,72.0,N,Setoguchi,CAN,8471682,R,R,Devin Setoguchi,205.0
Sumperk,CZE,1987-02-10,,,,19.0,1.0,2005.0,20092010,75.0,N,Kindl,CZE,8471693,D,L,Jakub Kindl,199.0
Owen Sound,CAN,1987-01-07,ON,,,95.0,4.0,2005.0,20072008,72.0,N,Bass,CAN,8471760,C,R,Cody Bass,205.0
Moorhead,USA,1987-03-15,MN,,,97.0,4.0,2005.0,20102011,74.0,N,VandeVelde,USA,8471762,C,L,Chris VandeVelde,190.0
Nashua,USA,1987-05-15,NH,,,155.0,5.0,2005.0,20102011,75.0,N,Fayne,USA,8471816,D,R,Mark Fayne,209.0
Lively,CAN,1986-07-27,ON,,,,,,20102011,73.0,N,Desjardins,CAN,8471956,L,L,Andrew Desjardins,195.0
North Vancouver,CAN,1981-05-12,BC,,,,,,20112012,72.0,N,Kearns,CAN,8471996,C,L,Bracken Kearns,200.0
Brandon,CAN,1988-03-17,MB,,,66.0,3.0,2006.0,20092010,72.0,N,White,CAN,8473466,C,R,Ryan White,200.0
Gothenburg,SWE,1986-01-17,,,,161.0,6.0,2006.0,20092010,75.0,N,Stalberg,SWE,8473537,L,L,Viktor Stalberg,209.0
Rome,USA,1987-09-28,NY,,,85.0,3.0,2006.0,20072008,77.0,N,Sestito,USA,8473542,L,L,Tom Sestito,228.0
Waltham,USA,1988-01-04,MA,,,65.0,3.0,2006.0,20102011,73.0,N,Strait,USA,8473565,D,L,Brian Strait,206.0
Edina,USA,1988-02-25,MN,,,63.0,2.0,2006.0,20092010,73.0,N,McBain,USA,8473571,D,R,Jamie McBain,195.0
Ottawa,CAN,1985-02-08,ON,,,,,,20082009,73.0,N,Smith,CAN,8473942,C,L,Trevor Smith,195.0
St. John's,CAN,1985-09-08,NL,,,,,,20072008,74.0,N,Purcell,CAN,8473962,L,R,Teddy Purcell,195.0
Toronto,CAN,1989-07-25,ON,,,172.0,6.0,2007.0,20132014,76.0,N,Gazdic,CAN,8473989,L,L,Luke Gazdic,225.0
Brampton,CAN,1989-04-07,ON,,,132.0,5.0,2007.0,20122013,70.0,N,Terry,CAN,8474052,L,L,Chris Terry,191.0
Meadow Lake,CAN,1989-07-05,SK,,,109.0,4.0,2007.0,20102011,76.0,N,King,CAN,8474100,L,L,Dwight King,229.0
Grosse Pointe Woods,USA,1989-07-25,MI,,,89.0,3.0,2007.0,20112012,72.0,N,Tropp,USA,8474130,R,R,Corey Tropp,192.0
Calgary,CAN,1990-01-30,AB,,,16.0,1.0,2008.0,20102011,77.0,N,Colborne,CAN,8474577,C,L,Joe Colborne,221.0
Burnaby,CAN,1990-09-12,BC,,,42.0,2.0,2008.0,20102011,77.0,N,Wiercioch,CAN,8474605,D,L,Patrick Wiercioch,202.0
Esbjerg,DNK,1989-12-07,,,,149.0,5.0,2008.0,20092010,73.0,N,Larsen,DNK,8474707,D,R,Philip Larsen,185.0
Winston-Salem,USA,1988-07-11,NC,,,169.0,6.0,2008.0,20102011,71.0,N,Smith,USA,8474727,R,R,Ben Smith,203.0
Laval,CAN,1991-07-27,QC,,,30.0,1.0,2009.0,20112012,76.0,N,Despres,CAN,8475155,D,L,Simon Despres,218.0
Sundsvall,SWE,1991-04-24,,,,40.0,2.0,2009.0,20112012,72.0,N,Lander,SWE,8475165,C,L,Anton Lander,184.0
St. Catharines,CAN,1991-05-13,ON,,,70.0,3.0,2009.0,20122013,74.0,N,Beck,CAN,8475192,L,R,Taylor Beck,203.0
Vanier,CAN,1991-05-08,ON,,,54.0,2.0,2009.0,20122013,76.0,N,Gelinas,CAN,8475199,D,L,Eric Gelinas,215.0
Stockholm,SWE,1990-11-21,,,,53.0,2.0,2009.0,20162017,72.0,N,Rodin,SWE,8475210,R,L,Anton Rodin,186.0
Wakaw,CAN,1991-07-17,SK,,,96.0,4.0,2009.0,20132014,72.0,N,Vey,CAN,8475223,R,R,Linden Vey,189.0
Prague,CZE,1991-02-22,,,,75.0,3.0,2009.0,20142015,75.0,N,Nestrasil,CZE,8475250,C,L,Andrej Nestrasil,200.0
Faribault,USA,1990-10-08,MN,,,114.0,4.0,2009.0,20142015,76.0,N,Helgeson,USA,8475274,D,L,Seth Helgeson,225.0
Regina,CAN,1991-09-02,SK,,,175.0,6.0,2009.0,20162017,71.0,N,Mitchell,CAN,8475291,R,R,Garrett Mitchell,198.0
Whittier,USA,1991-08-17,CA,,,180.0,6.0,2009.0,20132014,72.0,N,Callahan,USA,8475296,R,R,Mitch Callahan,205.0
Valencia,USA,1989-02-01,CA,,,,,,20162017,71.0,N,Harper,USA,8475597,R,R,Shane Harper,193.0
Winnipeg,CAN,1992-01-21,MB,,,25.0,1.0,2010.0,20122013,74.0,N,Howden,CAN,8475769,C,L,Quinton Howden,189.0
Long Beach,USA,1992-06-16,CA,,,29.0,1.0,2010.0,20122013,73.0,N,Etem,USA,8475770,R,L,Emerson Etem,212.0
Gallivare,SWE,1992-08-27,,,,116.0,4.0,2010.0,20132014,75.0,N,Granberg,SWE,8475774,D,R,Petter Granberg,200.0
Vantaa,FIN,1992-01-02,,,,111.0,4.0,2010.0,20132014,70.0,N,Pulkkinen,FIN,8475800,L,R,Teemu Pulkkinen,185.0
Richmond Hill,CAN,1991-12-06,ON,,,87.0,3.0,2010.0,20132014,77.0,N,Melchiori,CAN,8475815,D,L,Julian Melchiori,222.0
Edmonton,CAN,1985-08-12,AB,,,,,,20112012,72.0,N,Garbutt,CAN,8476116,C,L,Ryan Garbutt,195.0
Toronto,CAN,1987-09-01,ON,,,,,,20112012,71.0,N,Zolnierczyk,CAN,8476158,L,L,Harry Zolnierczyk,180.0
Chesterfield,USA,1986-02-04,MI,,,,,,20122013,71.0,N,Oleksy,USA,8476162,D,R,Steve Oleksy,188.0
Methuen,USA,1988-11-30,MA,,,,,,20152016,73.0,N,Thompson,USA,8476200,R,R,Paul Thompson,201.0
Bayport,USA,1986-08-09,NY,,,,,,20162017,71.0,N,Cannone,USA,8476219,C,R,Patrick Cannone,199.0
Tampere,FIN,1991-08-20,,,,195.0,7.0,2011.0,20142015,75.0,N,Jokipakka,FIN,8476279,D,L,Jyrki Jokipakka,215.0
Moscow,RUS,1992-01-02,,,,205.0,7.0,2011.0,20132014,75.0,N,Marchenko,RUS,8476289,D,R,Alexey Marchenko,210.0
Laval,CAN,1991-09-05,QC,,,90.0,3.0,2011.0,20152016,77.0,N,Grenier,CAN,8476414,R,R,Alexandre Grenier,200.0
Edmonton,CAN,1993-02-10,AB,,,92.0,4.0,2011.0,20162017,74.0,N,Simpson,CAN,8476416,D,L,Dillon Simpson,191.0
Westmont,USA,1993-02-15,IL,,,95.0,4.0,2011.0,20162017,72.0,N,Russo,USA,8476418,D,R,Robbie Russo,190.0
Burnaby,CAN,1993-03-12,BC,,,57.0,2.0,2011.0,20132014,74.0,N,Wotherspoon,CAN,8476452,D,L,Tyler Wotherspoon,207.0
Langley,CAN,1993-02-22,BC,,,18.0,1.0,2011.0,20152016,74.0,N,McNeill,CAN,8476471,C,R,Mark McNeill,214.0
Herning,DNK,1993-03-06,,,,29.0,1.0,2011.0,20122013,75.0,N,Jensen,DNK,8476482,R,L,Nicklas Jensen,216.0
Val-d'Or,CAN,1993-07-25,QC,,,,,,20162017,76.0,N,Henley,CAN,8476511,C,L,Samuel Henley,210.0
Brampton,CAN,1993-01-16,ON,,,96.0,4.0,2012.0,20162017,75.0,N,Thomson,CAN,8476526,L,L,Ben Thomson,205.0
Williamsville,USA,1990-08-26,NY,,,,,,20152016,74.0,N,Schneider,USA,8476766,L,L,Cole Schneider,199.0
North Andover,USA,1989-01-21,MA,,,,,,20142015,70.0,N,Farnham,USA,8476769,R,L,Bobby Farnham,190.0
Camrose,CAN,1987-11-21,AB,,,,,,20132014,71.0,N,Stollery,CAN,8476798,D,L,Karl Stollery,180.0
Hamilton,CAN,1988-04-30,ON,,,,,,20132014,69.0,N,Abbott,CAN,8476805,L,R,Spencer Abbott,170.0
Lynnfield,USA,1988-07-26,MA,,,,,,20122013,73.0,N,Flynn,USA,8476808,C,R,Brian Flynn,185.0
Markham,CAN,1993-04-06,ON,,,71.0,3.0,2012.0,20162017,72.0,N,Richard,CAN,8476911,C,L,Tanner Richard,192.0
Bobcaygeon,CAN,1993-06-16,ON,,,193.0,7.0,2012.0,20162017,76.0,N,Austin,CAN,8477041,D,L,Brady Austin,230.0
Hamilton,CAN,1994-05-22,ON,,,,,,20162017,74.0,N,McEneny,CAN,8477091,D,L,Evan McEneny,203.0
Bern,CHE,1992-02-05,,,,186.0,7.0,2013.0,20152016,71.0,N,Vermin,CHE,8477326,R,L,Joel Vermin,192.0
Calgary,CAN,1994-10-13,AB,,,24.0,1.0,2013.0,20152016,70.0,N,Shinkaruk,CAN,8477445,C,L,Hunter Shinkaruk,181.0
Farevejle,DNK,1994-10-23,,,,45.0,2.0,2013.0,20162017,73.0,N,Sorensen,DNK,8477466,R,R,Nick Sorensen,182.0
Moscow,RUS,1995-02-03,,,,,,,20152016,68.0,N,Tolchinsky,RUS,8477566,L,L,Sergey Tolchinsky,170.0
Hamilton,CAN,1993-04-04,ON,,,,,,20142015,75.0,N,Gaudet,CAN,8477715,C,L,Tyler Gaudet,217.0
New Hartford,USA,1992-08-18,NY,,,,,,20132014,74.0,N,Zalewski,USA,8477816,L,L,Michael Zalewski,205.0
Montrose,CAN,1990-08-16,BC,,,,,,20162017,69.0,N,Jones,CAN,8477881,C,L,Connor Jones,182.0
Zagreb,HRV,1992-03-25,,,,,,,20142015,74.0,N,Rendulic,HRV,8477916,R,R,Borna Rendulic,200.0
Yekaterinburg,RUS,1994-08-30,,,,66.0,3.0,2014.0,20152016,79.0,N,Tryamkin,RUS,8477997,D,L,Nikita Tryamkin,265.0
Oakville,CAN,1990-07-03,ON,,,,,,20162017,69.0,N,Lorito,CAN,8478371,R,L,Matt Lorito,171.0
Anchorage,USA,1991-10-27,AK,,,,,,20142015,75.0,N,Bailey,USA,8478376,R,R,Casey Bailey,195.0
Hradec Kralove,CZE,1987-12-30,,,,,,,20152016,74.0,N,Nakladal,CZE,8478562,D,R,Jakub Nakladal,212.0
Omsk,RUS,1991-03-17,,,,,,,20152016,75.0,N,Kalinin,RUS,8478566,C,L,Sergey Kalinin,200.0
Sudbury,CAN,1992-02-14,ON,,,,,,20152016,70.0,N,Johnston,CAN,8478963,D,R,Ryan Johnston,180.0
Tver,RUS,1992-01-06,,,,,,,20162017,74.0,N,Lyubimov,RUS,8479648,L,R,Roman Lyubimov,207.0
Trenton,USA,1994-01-21,MI,,,,,,20162017,71.0,N,Molino,USA,8479969,C,L,Griffen Molino,171.0
Eau Claire,USA,1994-09-19,WI,,,,,,20162017,72.0,N,Kapla,USA,8480081,D,L,Michael Kapla,200.0
Trebic,CZE,1976-04-13,,,,51.0,2.0,1994.0,19951996,73.0,N,Elias,CZE,8460542,C,L,Patrik Elias,190.0
Halifax,CAN,1976-08-17,NS,,,234.0,9.0,1994.0,20002001,72.0,N,Boulton,CAN,8460720,L,L,Eric Boulton,227.0
Elektrenai,LTU,1978-06-16,,,,15.0,1.0,1996.0,19961997,77.0,N,Zubrus,LTU,8464977,C,L,Dainius Zubrus,225.0
Port McNeill,CAN,1977-04-23,BC,,,199.0,8.0,1996.0,19992000,75.0,N,Mitchell,CAN,8465185,D,L,Willie Mitchell,210.0
Edmonton,CAN,1979-03-17,AB,,,208.0,8.0,1997.0,19992000,71.0,N,Ference,CAN,8466333,D,L,Andrew Ference,182.0
Laval,CAN,1979-04-07,QC,,,,,,20002001,73.0,N,Dupuis,CAN,8466393,R,L,Pascal Dupuis,205.0
Ottawa,CAN,1976-07-12,ON,,,,,,19981999,71.0,N,Boyle,CAN,8467096,D,R,Dan Boyle,194.0
Ile Bizard,CAN,1980-04-21,QC,,,1.0,1.0,1998.0,19981999,76.0,N,Lecavalier,CAN,8467329,C,L,Vincent Lecavalier,215.0
Detroit,USA,1980-08-17,MI,,,2.0,1.0,1998.0,19981999,74.0,N,Legwand,USA,8467330,C,L,David Legwand,207.0
Rocky Mountain House,CAN,1979-11-06,AB,,,3.0,1.0,1998.0,19992000,74.0,N,Stuart,CAN,8467331,D,L,Brad Stuart,215.0
Ste-Justine,CAN,1979-11-21,QC,,,12.0,1.0,1998.0,19992000,73.0,N,Tanguay,CAN,8467338,L,L,Alex Tanguay,194.0
Anchorage,USA,1979-12-23,AK,,,27.0,1.0,1998.0,19992000,71.0,N,Gomez,USA,8467351,C,L,Scott Gomez,200.0
Murray Harbour,CAN,1980-05-02,PE,,,64.0,3.0,1998.0,20002001,72.0,N,Richards,CAN,8467389,C,L,Brad Richards,199.0
Trail,CAN,1978-09-17,BC,,,99.0,4.0,1998.0,20002001,73.0,N,Horcoff,CAN,8467423,C,L,Shawn Horcoff,210.0
Syosset,USA,1978-12-30,NY,,,134.0,5.0,1998.0,20032004,73.0,N,Scuderi,USA,8467452,D,L,Rob Scuderi,216.0
Sverdlovsk,RUS,1978-07-20,,,,171.0,6.0,1998.0,20012002,71.0,Y,Datsyuk,RUS,8467514,C,L,Pavel Datsyuk,194.0
Trail,CAN,1981-03-05,BC,,,17.0,1.0,1999.0,20012002,72.0,N,Jackman,CAN,8467890,D,L,Barret Jackman,203.0
Mlada Boleslav,CZE,1981-04-19,,,,26.0,1.0,1999.0,20002001,74.0,N,Havlat,CZE,8467899,R,L,Martin Havlat,210.0
Mississauga,CAN,1982-04-17,ON,,,24.0,1.0,2000.0,20032004,72.0,N,Boyes,CAN,8468504,R,R,Brad Boyes,199.0
Melville,CAN,1982-06-24,SK,,,36.0,2.0,2002.0,20022003,73.0,N,Stoll,CAN,8468526,C,R,Jarret Stoll,216.0
Stewart Valley,CAN,1982-04-06,SK,,,155.0,5.0,2000.0,20032004,74.0,N,Moen,CAN,8468635,L,L,Travis Moen,215.0
Fargo,USA,1982-02-03,ND,,,220.0,7.0,2000.0,20022003,77.0,N,Gaustad,USA,8468700,C,L,Paul Gaustad,227.0
Vantaa,FIN,1983-02-16,,,,9.0,1.0,2001.0,20032004,72.0,N,Ruutu,FIN,8469462,L,L,Tuomo Ruutu,200.0
Pittsburgh,USA,1982-05-03,PA,,,16.0,1.0,2001.0,20052006,74.0,N,Umberger,USA,8469469,C,L,R.J. Umberger,214.0
Toronto,CAN,1983-01-27,ON,,,17.0,1.0,2001.0,20022003,73.0,N,Colaiacovo,CAN,8469470,D,L,Carlo Colaiacovo,202.0
Minot,USA,1981-11-14,ND,,,38.0,2.0,2001.0,20032004,74.0,N,Jackman,USA,8469490,R,R,Tim Jackman,225.0
Moers,DEU,1982-07-06,,,,106.0,4.0,2001.0,20032004,74.0,N,Ehrhoff,DEU,8469555,D,L,Christian Ehrhoff,201.0
Most,CZE,1977-02-03,,,,176.0,6.0,2001.0,20032004,71.0,N,Zidlicky,CZE,8469623,D,R,Marek Zidlicky,190.0
Koprivnice,CZE,1984-05-16,,,,63.0,2.0,2002.0,20052006,73.0,N,Fleischmann,CZE,8470039,L,L,Tomas Fleischmann,192.0
Krasnojarsk,RUS,1984-03-03,,,,13.0,1.0,2002.0,20032004,74.0,N,Semin,RUS,8470120,R,R,Alexander Semin,211.0
London,CAN,1983-12-17,ON,,,67.0,3.0,2002.0,20032004,72.0,N,Campbell,CAN,8470169,C,L,Gregory Campbell,188.0
Lemoyne,CAN,1984-02-11,QC,,,234.0,8.0,2002.0,20052006,71.0,N,Talbot,CAN,8470171,C,L,Max Talbot,186.0
Syosset,USA,1983-02-14,NY,,,10.0,1.0,2002.0,20052006,73.0,N,Nystrom,USA,8470180,L,L,Eric Nystrom,200.0
Fort Saskatchewan,CAN,1983-09-23,AB,,,7.0,1.0,2002.0,20032004,73.0,N,Lupul,CAN,8470207,L,R,Joffrey Lupul,206.0
Canton,USA,1984-02-21,MI,,,156.0,5.0,2002.0,20052006,71.0,N,Wisniewski,USA,8470222,D,R,James Wisniewski,203.0
Welland,CAN,1984-04-15,ON,,,20.0,1.0,2002.0,20052006,73.0,N,Paille,CAN,8470230,L,L,Daniel Paille,200.0
Smithtown,USA,1983-06-02,NY,,,14.0,1.0,2002.0,20032004,72.0,N,Higgins,USA,8470274,L,L,Chris Higgins,205.0
